0,1.1707
1,1.27159
2,1.34028
3,1.39647
4,1.44486
5,1.48153
6,1.48611
7,1.49659
8,1.61458
9,1.69244
10,1.72886
11,1.78868
12,1.96754
13,2.13015
14,2.18632
15,2.2492
16,2.50861
17,2.63289
18,2.77305
19,2.97648
20,3.15705
21,3.30892
22,3.35672
23,3.42863
24,3.85786
25,4.09363
26,4.23492
27,4.41031
28,4.60381
29,5.3712
30,5.72694
31,5.97453
32,6.9184
33,7.3177
34,7.69903
35,8.09836
36,8.59407
37,9.53454
38,10.9981
39,11.8732
40,13.2289
41,14.8623
42,16.3438
43,17.663
44,19.1246
45,21.9848
46,24.8347
47,26.4752
48,29.1885
49,31.6044
50,36.0915
51,40.8619
52,43.2815
53,51.9144
54,62.5216
55,67.6763
56,75.5174
57,81.3952
58,89.6383
59,95.6351
60,99.2967
61,123.436
62,161.179
63,182.307
64,199.941
65,222.567
66,249.411
67,270.006
68,281.397
69,322.538
70,462.428
71,524.587
72,594.858
73,706.847
74,875.366
75,994.45
76,1034.9
77,1189.8
78,1648.35
79,1839.07
80,2213.3
81,2572.22
82,3499.38
83,4414.48
84,4783.3
85,5444.12
86,8031.82
87,9110.4
88,12817.1
89,15132.1
90,20315.6
91,25280.4
92,30637.2
93,36297.6
94,49206.1
95,60460.6
96,90613.4
97,114194
98,143988
99,193645
100,296252
101,349846
102,446788
103,502816
104,938967
105,1.33E+06
106,1.75E+06
107,1.96E+06
108,3.81E+06
109,6.69E+06
110,9.89E+06
111,1.18E+07
112,2.70E+07
113,6.21E+07
114,6.21E+07
115,6.21E+07
