0,1.1707
1,1.20827
2,1.33428
3,1.38758
4,1.42824
5,1.47312
6,1.48153
7,1.49327
8,1.54752
9,1.55593
10,1.64283
11,1.72913
12,1.77777
13,1.81009
14,1.82862
15,1.99424
16,2.01741
17,2.17665
18,2.31303
19,2.4436
20,2.68034
21,2.78703
22,2.99971
23,3.10179
24,3.18047
25,3.28238
26,3.373
27,3.7237
28,3.86065
29,4.4225
30,4.7967
31,5.03933
32,5.32123
33,5.49326
34,5.67595
35,5.91809
36,6.49194
37,7.08216
38,8.34111
39,9.11235
40,10.0303
41,10.5757
42,11.5217
43,11.879
44,13.2737
45,14.2367
46,15.4665
47,17.286
48,18.6554
49,21.2813
50,22.4125
51,25.0494
52,26.2537
53,29.8734
54,31.391
55,35.1558
56,42.714
57,46.5871
58,54.5498
59,59.1856
60,66.1084
61,70.8645
62,75.4544
63,80.4702
64,87.5684
65,113.734
66,131.969
67,148.636
68,164.383
69,176.691
70,192.793
71,215.939
72,229.682
73,256.481
74,316.788
75,381.081
76,472.964
77,512.415
78,583.801
79,617.641
80,770.262
81,858.51
82,988.143
83,1078.37
84,1221.66
85,1652.23
86,1818.37
87,2240.03
88,2420.84
89,3064.38
90,3441.13
91,4376.38
92,4844.52
93,5400.04
94,7253.89
95,8526.28
96,11892.9
97,14051.2
98,16424.3
99,19224.7
100,24467.6
101,28058.7
102,37369.5
103,41283.9
104,51051.1
105,64231.4
106,88227
107,120512
108,130864
109,158170
110,177980
111,331104
112,363214
113,413719
114,540190
115,656470
116,1.18751e+06
117,1.44823e+06
118,1.70155e+06
119,2.11551e+06
120,3.33778e+06
